firmware_id,drone_vendor,drone_model,firmware_version,file_name,file_format,file_size_bytes,sha256_hash,is_signed,signature_type,encryption_used,compression_used,cpu_architecture,os_type,bootloader_present,filesystem_detected,entropy_score,avg_section_entropy,max_section_entropy,string_count,num_executables,num_scripts,hardcoded_ip_count,hardcoded_url_count,crypto_function_count,boot_time_ms,emulated_syscalls,clean_label
TFW0243,DJI,Mini 3,v3.7.0,dji_mini_3_243.fw,fw,27881988,3dc522af095a2c426484abfb25dc20c74fc88e615bcb2e27601702221d814f02,0,None,0,0,ARM,Linux,1,,8.29,7.82,8.49,16652,8,5,2,5,76,5108,593,0
TFW0244,PX4,Pixhawk 4,v4.2.4,px4_pixhawk_4_244.fw,fw,2272436,e5bb23e0b12c5f5b8e54a4435494930a1a06337ee00b2777818ad697552d584b,0,None,1,0,ARM,Bare-metal,0,,8.36,8.2,8.63,3021,9,8,4,4,86,7793,881,0
TFW0245,ArduPilot,Cube Black,v4.2.3,ardupilot_cube_black_245.fw,fw,9087235,3e0cae46c0ead6ca03b9daa5c9f137cfad9de24e0f87d8f10785ef49a9749a24,0,None,1,1,ARM,RTOS,0,,8.28,8.07,8.63,6718,12,2,4,5,79,6614,1759,0
TFW0246,ArduPilot,Cube Black,v5.6.8,ardupilot_cube_black_246.fw,fw,8032998,89b01f4d7518ba13058d264b13b9dcc152fd672432d6fac42ce5cd44634e741e,0,None,1,1,ARM,Linux,1,YAFFS,8.16,7.77,8.15,9757,7,4,5,5,100,4242,1858,0
TFW0247,PX4,Pixhawk 4,v2.8.4,px4_pixhawk_4_247.fw,fw,18157563,72e33a40fb5a8b637f04345cea5e456d527cd2fa1c7f215460cc1d6f2ee63823,0,None,0,0,ARM,RTOS,0,,7.72,7.36,8.45,19668,18,4,2,3,44,5059,1619,0
TFW0248,ArduPilot,Cube Black,v3.2.0,ardupilot_cube_black_248.img,img,13841846,15b95f51861c4ed3beb99d1c724331bcabc5424e694619baf44d03edcad665e1,0,None,1,0,MIPS,Bare-metal,1,SquashFS,7.63,8.05,8.37,2894,11,3,2,7,47,6486,1254,0
TFW0249,PX4,Pixhawk 6,v3.4.0,px4_pixhawk_6_249.bin,bin,22662744,bf2433b563b2b05cb38a48849814327b3550550980782b2eabc4355bc192b663,0,None,0,0,MIPS,RTOS,1,SquashFS,8.43,7.84,8.78,19281,19,6,1,7,111,8279,1672,0
TFW0250,ArduPilot,Cube Black,v2.3.9,ardupilot_cube_black_250.bin,bin,24168315,3dd908a30b80044b38671a897ae59e32940fe5b61937e811b9195fb9e0051acb,0,None,0,1,ARM,Linux,1,SquashFS,8.15,7.4,8.57,19449,18,2,2,7,117,8096,897,0
TFW0251,ArduPilot,Cube Orange,v4.5.8,ardupilot_cube_orange_251.img,img,28753252,8f4b078391870608b828b0c3a486631a4c44d9ecad8ba1bf0665f1a4c1b29142,0,None,0,1,MIPS,Bare-metal,0,,8.32,7.38,8.48,5220,10,3,1,6,31,7332,611,0
TFW0252,PX4,Pixhawk 4,v1.1.0,px4_pixhawk_4_252.img,img,20374828,9e51ec66f6405c0c431a505b741f1abd4e62c7b8073d4a7fab0aba506420abfd,0,None,0,0,MIPS,RTOS,0,SquashFS,8.03,8.12,8.1,5012,16,8,3,2,113,6810,1064,0
TFW0253,Parrot,Bebop 2,v2.1.2,parrot_bebop_2_253.fw,fw,27630813,ccb32d769ba760a6e4fed8b41bdf2d2bdab79f2d0c727a93d79ec3d9436a8fd1,0,None,1,1,ARM,Bare-metal,1,YAFFS,7.71,7.9,8.55,12597,5,5,3,6,72,8300,1069,0
TFW0254,PX4,Pixhawk 4,v2.7.1,px4_pixhawk_4_254.img,img,29273071,2cf02d4c1a558b1e57443a1113dec1a386a0130dc4486c520bfb5dfffbbae95d,0,None,0,1,ARM,Bare-metal,0,YAFFS,7.71,8.05,8.11,5481,17,6,3,4,55,6900,1889,0
TFW0255,PX4,Pixhawk 6,v1.0.6,px4_pixhawk_6_255.bin,bin,18700087,6f1039a587b7b4f575037ed70e170f593384d82fff39ad4226e1884fefd83265,0,None,0,1,MIPS,Bare-metal,0,SquashFS,8.22,8.09,8.3,16288,11,2,2,6,100,5605,620,0
TFW0256,PX4,Pixhawk 6,v1.1.5,px4_pixhawk_6_256.fw,fw,12161224,ce052c12fcc892afb9277ca5ecf65f71bf5755184d5eb5fa7f3e25c5c8c4859d,0,None,0,1,MIPS,Bare-metal,0,SquashFS,7.99,7.81,8.13,8258,18,4,2,4,67,8577,672,0
TFW0257,ArduPilot,Cube Orange,v1.9.3,ardupilot_cube_orange_257.bin,bin,3197835,d7d71e8de6e04a6b76a4b53ea10a727bc762fc5fea8ac91b312656e6bb84aafb,0,None,1,0,MIPS,RTOS,1,,7.78,7.77,8.62,2537,17,8,1,4,71,8199,1577,0
TFW0258,Parrot,Bebop 2,v2.9.3,parrot_bebop_2_258.fw,fw,31199067,8ad2e281fcc282300ff0f7ac30de2f2673afd6d7a9d407f2800bbca9a361b1fb,0,None,0,0,MIPS,Bare-metal,1,SquashFS,8.04,7.69,8.19,6277,11,2,4,2,34,7742,1672,0
TFW0259,Parrot,Anafi,v5.9.3,parrot_anafi_259.bin,bin,5831234,ac3378bd0728aeabd6ab95f0f7887c1d8e32b222e8fdeac36e9a25400cd7f8ba,0,None,0,1,MIPS,Bare-metal,0,,7.66,7.59,8.35,19887,18,4,1,3,40,6034,678,0
TFW0260,DJI,Mavic Pro,v2.5.8,dji_mavic_pro_260.bin,bin,27419162,ed66f239eed52a23e67e007310f859958dc9d93ac297c955a60d14aa90edffdb,0,None,1,0,ARM,Linux,0,SquashFS,8.12,7.69,8.81,7169,19,9,3,2,94,7568,1863,0
TFW0261,DJI,Mini 3,v4.7.2,dji_mini_3_261.fw,fw,21922290,5b48fc8a3c1d018575a70b24ca59352bc5b9a1911573987d9efadf21ddcf8e08,0,None,0,1,MIPS,RTOS,1,SquashFS,7.84,8.0,8.18,7898,16,6,1,7,63,7207,1215,0
TFW0262,Parrot,Anafi,v5.5.8,parrot_anafi_262.bin,bin,19790526,f122a9fa85f7b6ec3696ab682f9b780c303237111681a2971c12fb9b0befdfe6,0,None,1,0,MIPS,Linux,1,SquashFS,8.32,7.84,8.46,17545,5,9,4,7,30,7051,675,0
TFW0263,PX4,Pixhawk 6,v3.9.7,px4_pixhawk_6_263.bin,bin,16585160,8bacb0fdca701428acae2e3e35f0dbbdf158f46de35ba6b0ec9022c37e6c3af9,0,None,0,0,ARM,Linux,0,SquashFS,7.88,8.1,8.38,16575,13,9,2,6,112,6363,1404,0
TFW0264,DJI,Mavic Pro,v4.3.6,dji_mavic_pro_264.bin,bin,5290486,457bf1d744bdba0787d8eefd877d2c051a57bdd972d5b7a5281046ab65f6317c,0,None,0,1,MIPS,Linux,0,YAFFS,8.01,7.7,8.02,14692,10,4,1,4,31,7021,913,0
TFW0265,PX4,Pixhawk 4,v5.0.4,px4_pixhawk_4_265.img,img,6268518,ec306db08f4cc727b016dbc8c93bea214b4b7bb8ab2cc921a869c3c17cb6df61,0,None,0,1,MIPS,RTOS,1,SquashFS,7.61,7.85,8.71,7137,19,5,3,5,114,4845,1511,0
TFW0266,Parrot,Bebop 2,v4.3.3,parrot_bebop_2_266.img,img,11367420,f538de871a9534d916c5d869a33c3d41e29aa04550fd38629a709b1efb3fbd32,0,None,1,0,ARM,Bare-metal,1,SquashFS,7.67,7.87,8.06,18522,16,8,3,5,49,8750,1322,0
TFW0267,Parrot,Anafi,v4.3.2,parrot_anafi_267.fw,fw,27269127,c425fe30beab6cdf66bd8211527e18458c49856e3b8a6bcad6295bcfba7677ae,0,None,1,0,ARM,Linux,1,YAFFS,7.95,7.83,8.43,2799,6,7,2,4,90,3382,1041,0
TFW0268,PX4,Pixhawk 6,v1.6.5,px4_pixhawk_6_268.fw,fw,23253454,436ced5fd7c82a850441356abdd42c742f2f6ca89c0db899fd1b5b2a70d06928,0,None,1,1,MIPS,Bare-metal,1,,8.03,7.93,8.5,4652,9,4,1,2,116,7112,904,0
TFW0269,ArduPilot,Cube Orange,v5.1.8,ardupilot_cube_orange_269.img,img,14295451,6a1292dd81b9f20be5345e4eba5bde4ff56ff4d587aca570b28850aae9e7256a,0,None,0,1,ARM,Bare-metal,0,SquashFS,8.14,7.51,8.57,8874,17,5,4,3,50,7588,989,0
TFW0270,DJI,Phantom 4,v4.8.8,dji_phantom_4_270.img,img,13583881,6b6597bee5aa761b64d969d5c916df8bf772d5ffea4236b4c59a00ea4d9f95d3,0,None,1,1,MIPS,Bare-metal,0,YAFFS,7.86,7.76,8.62,4150,15,7,2,2,117,6810,1171,0
TFW0271,DJI,Phantom 4,v2.7.2,dji_phantom_4_271.bin,bin,11259101,620a2aa8f50a8c9c524ff153980cf15a72e734b4b64cd1b507af8da1401fac3b,0,None,0,1,MIPS,Bare-metal,1,,8.23,7.39,8.23,2703,8,8,1,4,97,4896,1664,0
TFW0272,PX4,Pixhawk 6,v4.9.8,px4_pixhawk_6_272.fw,fw,13502206,03328fcc9a073aebfed9bcc55d258680002f1ebd049ee7e449c8612f96464b73,0,None,1,1,ARM,RTOS,1,SquashFS,8.37,7.65,8.01,11441,11,9,5,4,41,4509,1139,0
TFW0273,Parrot,Bebop 2,v2.3.1,parrot_bebop_2_273.bin,bin,7884083,5075643a9a7a8e315658e8837ed6f3d6c75088855fba1a7918c0c55ada01d9fb,0,None,1,0,MIPS,RTOS,1,YAFFS,8.3,7.74,8.65,12385,12,6,3,3,51,7212,1074,0
TFW0274,PX4,Pixhawk 4,v2.7.5,px4_pixhawk_4_274.bin,bin,15574859,480587ce47fc4b536388e9ce206af7d8319a02464b946f114d056cb5ca3e64e6,0,None,0,1,MIPS,RTOS,1,YAFFS,7.64,7.89,8.48,6819,15,6,4,6,49,4578,1659,0
TFW0275,DJI,Mavic Pro,v4.5.1,dji_mavic_pro_275.bin,bin,15476463,82b8b6f174a116142ce6d30bbfe0d6d21b864978a33686679b48eeca128affb2,0,None,0,0,ARM,RTOS,0,SquashFS,8.03,8.16,8.75,4863,18,8,4,6,111,3879,1413,0
TFW0276,PX4,Pixhawk 6,v3.6.5,px4_pixhawk_6_276.bin,bin,26023757,8c12fef857a19044cc28d9c8c711c6d4e28dec6e32d5315d383e25d2592ec666,0,None,1,1,MIPS,RTOS,0,YAFFS,7.69,7.84,8.74,16556,19,8,4,3,30,5162,527,0
TFW0277,DJI,Phantom 4,v5.5.1,dji_phantom_4_277.bin,bin,12174748,82d19848e39b1fc1c6f82e6f373c688626993349e2c93baee107a101b98042e9,0,None,0,0,MIPS,Bare-metal,1,YAFFS,7.82,7.97,8.76,6486,15,2,3,6,59,8914,902,0
TFW0278,PX4,Pixhawk 6,v2.0.0,px4_pixhawk_6_278.img,img,20766358,7f52e2c7942cd0b93b643e45eb90a6faa32a5e105236aa36706b084bb97426b8,0,None,1,1,MIPS,Linux,1,,8.49,7.76,8.44,10019,5,5,1,5,53,4572,1623,0
TFW0279,ArduPilot,Cube Black,v1.5.8,ardupilot_cube_black_279.img,img,23072050,f9fff6f24df735c89ea1019cf9e55362dd1b33ddd7986a658147110caa196f4e,0,None,1,0,ARM,Linux,1,YAFFS,7.73,7.87,8.3,3733,9,9,2,6,43,4648,1301,0
TFW0280,PX4,Pixhawk 4,v1.9.2,px4_pixhawk_4_280.fw,fw,8503346,3109a0a9e04eb953e97dd5b70da35a070f7872117096730e55ee381fb2107a19,0,None,1,1,MIPS,Bare-metal,1,,8.05,7.36,8.71,6709,19,5,1,6,65,7739,942,0
TFW0281,Parrot,Anafi,v2.3.8,parrot_anafi_281.bin,bin,7186002,318f313715efa62d16f2e801d32a27d1cfe7acaf269fad30e0217962a4f4ae0c,0,None,1,1,ARM,Linux,1,SquashFS,8.16,7.53,8.41,13880,7,8,2,6,98,4359,1925,0
TFW0282,DJI,Phantom 4,v2.4.2,dji_phantom_4_282.bin,bin,30749947,635820fb9809405689af960923450b8893be77c7e46473ab1cc51273a71d3708,0,None,0,0,MIPS,Bare-metal,0,SquashFS,8.23,7.63,8.17,3393,5,3,4,5,104,7431,891,0
TFW0283,DJI,Mavic Pro,v1.1.1,dji_mavic_pro_283.bin,bin,4222892,8d9537ccc64023b4085915e8e2f1fae5d51546b7f671006b3f7b88c4b91b9cc0,0,None,0,0,MIPS,Linux,0,SquashFS,8.1,7.73,8.77,13397,16,3,1,6,53,5969,1444,0
TFW0284,DJI,Mini 3,v3.2.8,dji_mini_3_284.bin,bin,26018652,c7fa5b0b4eefbe10812e9dba896960466aa993e6878feaf40faf8c81188fd9b6,0,None,0,0,MIPS,RTOS,0,,7.61,7.34,8.79,7926,7,7,4,7,89,6960,1657,0
TFW0285,DJI,Mavic Pro,v5.2.7,dji_mavic_pro_285.bin,bin,17633066,edaa2eb716b7ea4a9014fc8bd6f31315d1345a817a870e38b64a6b7cd46ed939,0,None,1,0,ARM,RTOS,0,YAFFS,7.89,7.43,8.42,12223,18,7,5,5,84,6811,1113,0
TFW0286,DJI,Mavic Pro,v1.7.1,dji_mavic_pro_286.fw,fw,14329287,bafba8f9d66601701eef8fc17a7853bdbd3d041f5ef866e9e8f2c4839c42e77b,0,None,1,0,ARM,Linux,0,YAFFS,8.07,7.55,8.07,7528,10,3,4,3,106,7242,1190,0
TFW0287,Parrot,Bebop 2,v5.9.4,parrot_bebop_2_287.fw,fw,18747356,0080acd817c1aff92f2d0d6a972fc74e9b51d4c5838d7de3085f6f772af375d5,0,None,1,1,MIPS,RTOS,0,,7.68,8.17,8.35,10214,18,8,4,2,109,7217,815,0
TFW0288,DJI,Phantom 4,v2.6.9,dji_phantom_4_288.img,img,24753510,5c56a0812c4ca792db0b9379ec11c107f5266daa280d82dd68ffce05b7d74ff9,0,None,0,1,ARM,Linux,0,,7.92,7.6,8.72,8616,11,8,2,3,53,3080,547,0
TFW0289,DJI,Phantom 4,v4.7.5,dji_phantom_4_289.img,img,31532116,3b244ea6dd1af0e254b95d020fc10d156dae8305f926d1df00401d8d4f70ea2d,0,None,1,1,ARM,Linux,0,SquashFS,7.63,7.73,8.81,7378,12,7,5,2,106,5732,1369,0
TFW0290,DJI,Mini 3,v5.9.7,dji_mini_3_290.fw,fw,18460251,e6e8ae39c644e08f63708f6a38f562e22b59094a969c40bc81512ca098871a96,0,None,0,0,MIPS,RTOS,0,YAFFS,7.67,7.48,8.18,11320,17,4,4,3,53,5709,428,0
TFW0291,PX4,Pixhawk 6,v3.6.1,px4_pixhawk_6_291.fw,fw,21594680,dba621df09234b91eff266c24c993fd93bcb20ecfbce1b023af1465a96a19b8d,0,None,1,1,MIPS,RTOS,0,SquashFS,7.96,7.85,8.06,4783,15,8,4,7,83,5422,1784,0
TFW0292,PX4,Pixhawk 4,v5.8.6,px4_pixhawk_4_292.img,img,24071024,bb03d6cb4bbe39f286ce2f0b23ca271d9810b8fcbb212e398ad2528acc45d793,0,None,0,1,ARM,RTOS,0,YAFFS,7.72,7.55,8.79,18002,8,3,5,2,55,6641,707,0
TFW0293,PX4,Pixhawk 6,v1.8.3,px4_pixhawk_6_293.img,img,8769896,e67b3828f2cdddb50f8d706fe20c3b0c8d3e1c3a52fb17365c685b2fec34d3e5,0,None,1,0,MIPS,Bare-metal,1,YAFFS,8.11,7.49,8.35,5104,7,5,5,2,95,7599,561,0
TFW0294,Parrot,Bebop 2,v5.4.6,parrot_bebop_2_294.bin,bin,23861947,38528d7e55b2d162bc95ab70904d81765cba114346324a5ac3c71223f2d73374,0,None,0,1,MIPS,RTOS,0,,8.22,7.76,8.49,2609,9,8,1,4,109,3667,1268,0
TFW0295,ArduPilot,Cube Orange,v4.2.3,ardupilot_cube_orange_295.fw,fw,8732630,d888068ceacbbfe09cccfe1ff529617a2b39b4c56b728da815b3934f9b71b310,0,None,1,1,MIPS,RTOS,0,SquashFS,8.32,7.3,8.87,11405,13,9,2,2,67,5496,1251,0
TFW0296,Parrot,Anafi,v4.7.8,parrot_anafi_296.bin,bin,28744384,6ec9d0ef208ab59e1c37d5f827507cbce444b78106aa84812c8f975f6a5965cc,0,None,1,0,ARM,Linux,0,YAFFS,7.78,7.31,8.06,7766,17,8,5,2,94,6499,460,0
TFW0297,PX4,Pixhawk 4,v4.2.3,px4_pixhawk_4_297.img,img,14194829,8ffc16c3b4fc5c8f444c57fd84c1cccfeba8de27a839f39754a3fd82304e57b7,0,None,0,1,MIPS,Linux,1,SquashFS,7.75,7.5,8.58,14777,10,4,5,4,104,6498,524,0
TFW0298,PX4,Pixhawk 6,v1.7.8,px4_pixhawk_6_298.img,img,10533090,2ca9bf43c6d5083fdc377e5053e0508e34063ca8da3edfcaf1ca983a4e67a2e4,0,None,0,1,MIPS,RTOS,0,,7.69,7.33,8.07,6748,19,7,3,6,80,4444,1879,0
TFW0299,DJI,Mini 3,v5.6.4,dji_mini_3_299.fw,fw,10042186,f8c47f9140f2fed1ec3b2c83edc0adec2538741ec89c3a4d5fb99fa7b0bf20a7,0,None,0,0,MIPS,RTOS,1,SquashFS,8.17,7.4,8.34,10373,13,8,5,6,64,4345,1494,0
TFW0300,ArduPilot,Cube Black,v3.1.7,ardupilot_cube_black_300.fw,fw,15632790,d27ea623fb2486a6e1243d208d8679cde8e2cab271405f4a03e00d5f442bfaee,0,None,1,1,MIPS,Linux,0,SquashFS,8.24,7.6,8.72,19947,19,6,2,4,72,4189,1237,0
TFW0301,Parrot,Anafi,v3.9.1,parrot_anafi_301.img,img,8713413,b5b638ffc1d79354f42ee286972c2ae81c128479519f79b2aa70e5c25c05c1ee,0,None,0,0,ARM,Bare-metal,0,,7.63,8.02,8.39,6374,10,2,4,5,58,8716,865,0
TFW0302,PX4,Pixhawk 4,v5.3.0,px4_pixhawk_4_302.img,img,31406769,6c425c5b8be1ae95b8cabc4d5b33e78b5920f50b7b49bd686ee9058c10aa4062,0,None,0,0,MIPS,Linux,0,YAFFS,8.44,7.81,8.9,16054,6,3,4,2,66,8768,642,0
TFW0303,ArduPilot,Cube Black,v2.3.3,ardupilot_cube_black_303.fw,fw,18580890,6c9f1e3fa5ecddcd9792cc5c264218bbfeaf46a1e3ccfe92ecc50b2cd5ce55d3,0,None,1,1,MIPS,Linux,0,YAFFS,7.65,7.76,8.5,11272,17,9,4,2,110,3458,1913,0
TFW0304,PX4,Pixhawk 4,v3.9.7,px4_pixhawk_4_304.fw,fw,17132266,b7f85e8dba407bc2a17c4220bf725d17daffcfa9d94e7e877c99b49cab72f3c1,0,None,0,1,ARM,RTOS,1,,8.09,7.56,8.29,15870,9,9,4,4,87,4212,1644,0
TFW0305,Parrot,Bebop 2,v1.0.4,parrot_bebop_2_305.img,img,22346550,ff5b2939fde2f9557601bf813484808a39868b8648363606bbbf6602c5984cbe,0,None,1,1,MIPS,Linux,1,,8.24,8.14,8.2,18149,16,9,3,4,83,7559,872,0
TFW0306,Parrot,Bebop 2,v2.7.4,parrot_bebop_2_306.bin,bin,12511583,4785ab1497b02286f9107a50a7741a523b845e900f1ee431f5c90b24a2611b6a,0,None,1,1,MIPS,Bare-metal,1,YAFFS,8.38,7.66,8.32,18098,15,6,5,5,68,3911,1358,0
TFW0307,Parrot,Anafi,v4.6.1,parrot_anafi_307.img,img,10731667,4406d33625c2760721cd852088b9ab3175241172cd82eb48650d9c21f337d329,0,None,0,1,MIPS,Bare-metal,0,,8.24,7.38,8.34,6851,13,9,4,7,71,4025,932,0
TFW0308,Parrot,Bebop 2,v2.9.0,parrot_bebop_2_308.fw,fw,31893459,06fc533180a4d1eb5f41ae55b73694761effcddbd5eb773977e272a6ad13faaf,0,None,1,0,ARM,RTOS,0,,8.32,7.86,8.06,5997,12,9,1,6,57,5411,893,0
TFW0309,ArduPilot,Cube Black,v5.0.5,ardupilot_cube_black_309.img,img,23084153,f35f61a056d30e4dce28f8e7903da54f113505cbf319c0963d059f69af95f48b,0,None,1,1,ARM,Linux,1,SquashFS,7.91,7.4,8.33,4317,11,7,4,3,58,3071,1298,0
TFW0310,ArduPilot,Cube Orange,v2.6.6,ardupilot_cube_orange_310.bin,bin,30599980,04c4e36e8871c8fd3b1d927ee4ecf5d63fb5d9ffc6ed035c1f16bc0f33545bde,0,None,0,0,MIPS,RTOS,0,YAFFS,8.33,7.61,8.42,6302,5,5,5,7,72,8546,481,0
TFW0311,ArduPilot,Cube Black,v4.1.6,ardupilot_cube_black_311.img,img,20893060,6b0de7ed5e72a829fe8249fa51ef80f47206c0b6547237c12583d4e293590661,0,None,0,1,MIPS,Linux,0,SquashFS,7.67,7.76,8.65,7081,8,2,4,6,32,5685,1255,0
TFW0312,ArduPilot,Cube Black,v2.8.6,ardupilot_cube_black_312.bin,bin,6287912,bd47e2b92e91381ba1541cee4b1826c9ae5eb02a19ee651075ae144a44384f3e,0,None,0,0,ARM,Bare-metal,0,SquashFS,8.41,8.09,8.59,10302,16,6,3,2,39,4193,1278,0
TFW0313,ArduPilot,Cube Orange,v1.1.6,ardupilot_cube_orange_313.bin,bin,30283360,5d12992995500bd853de9f6eb4028e2364a266102dfcf195ba3b91499cfd0789,0,None,1,1,MIPS,Bare-metal,0,YAFFS,8.09,7.74,8.64,8916,11,2,2,7,88,4848,1945,0
TFW0314,DJI,Phantom 4,v2.7.7,dji_phantom_4_314.img,img,5915072,31db2ea23215a42bd7a9b377c4f958cdfe295aa7b9356200ebff5ef9e8e06916,0,None,1,1,MIPS,Bare-metal,1,,8.34,7.93,8.01,4871,15,3,2,4,43,5384,1322,0
TFW0315,Parrot,Anafi,v2.6.8,parrot_anafi_315.bin,bin,18143614,209b169beb05fc4339e11383120ac16f1e324c8ffb90acea3b00282199e66c7f,0,None,0,1,MIPS,Linux,1,YAFFS,8.01,8.19,8.2,16590,11,7,5,5,105,5022,411,0
TFW0316,ArduPilot,Cube Orange,v4.6.7,ardupilot_cube_orange_316.img,img,2264217,488319e7dc9aac72beb87500208f18c2a14a0a873d884fb647dbe70e692e376e,0,None,0,1,MIPS,RTOS,1,,8.18,7.42,8.6,17987,19,8,2,6,76,6741,1686,0
TFW0317,ArduPilot,Cube Black,v4.6.0,ardupilot_cube_black_317.bin,bin,18602357,74e8b07b48457d8a34976fdcf33aac73f9a77e32f69be9604d17eeab727d9842,0,None,1,0,MIPS,RTOS,0,YAFFS,8.07,7.55,8.44,13113,10,5,2,5,71,8107,848,0
TFW0318,PX4,Pixhawk 6,v3.1.7,px4_pixhawk_6_318.bin,bin,22865567,8d2b47230c34dea852fb4129356105b987ded3e462047cc33608044577de793b,0,None,0,0,ARM,Bare-metal,0,YAFFS,8.26,7.66,8.0,11950,12,7,1,6,61,7748,1615,0
TFW0319,Parrot,Anafi,v3.6.1,parrot_anafi_319.fw,fw,3072735,c92186c9fc5cd7cd91ebebe6149d2fff1839216416d62f05544f234026abefe7,0,None,0,0,MIPS,RTOS,0,YAFFS,7.67,7.68,8.72,10765,15,2,5,7,61,4298,1161,0
TFW0320,DJI,Mini 3,v5.0.8,dji_mini_3_320.fw,fw,28244808,384d81e7f39fe887623a3b2acd4354cf2d601e06257816a0088734b510e831ac,0,None,0,0,ARM,RTOS,0,SquashFS,7.65,7.67,8.7,18331,17,6,5,2,71,7102,1537,0
TFW0321,Parrot,Bebop 2,v2.7.5,parrot_bebop_2_321.img,img,27810716,cc6a6a6a49f26dbb2d66d279262bbe84f11eff53c0ab1806bd2abab827c63c9d,0,None,0,0,MIPS,RTOS,0,,7.82,8.12,8.49,6967,10,3,2,3,61,3904,425,0
TFW0322,ArduPilot,Cube Black,v1.8.1,ardupilot_cube_black_322.bin,bin,16850476,b374f7dba7cf4163ca99f44b2fbe4604c937efcec1ec7c8d34e468466c79808d,0,None,1,1,MIPS,Linux,1,YAFFS,7.74,7.94,8.06,6946,14,3,2,5,55,6026,1922,0
TFW0323,PX4,Pixhawk 6,v5.9.2,px4_pixhawk_6_323.bin,bin,29749634,18d540da97b026f9a92ff6cd249ef2707830e7d3785fdec492819a65e6d1a793,0,None,1,0,MIPS,Bare-metal,1,YAFFS,8.38,7.85,8.69,8464,7,7,2,5,30,5028,907,0
TFW0324,Parrot,Bebop 2,v5.4.8,parrot_bebop_2_324.bin,bin,5114507,01e7f5b34a09829f744beab01773e5588cb1409706dc2a28094b12cbde91236f,0,None,0,0,ARM,Bare-metal,0,,7.8,7.58,8.53,15852,8,8,3,3,85,7711,1968,0
TFW0325,DJI,Mini 3,v5.0.7,dji_mini_3_325.bin,bin,17057111,359d3a71bfdfb7e5eb61a7baa83111e858726d569ece2be4f11f741d65c44a4c,0,None,0,0,MIPS,RTOS,1,YAFFS,8.48,8.04,8.7,6586,18,6,4,5,31,8969,461,0
TFW0326,PX4,Pixhawk 6,v4.1.1,px4_pixhawk_6_326.bin,bin,6917511,e233f1fbc200ba862657e7b12dba7459d3916abb41357b817c9f3dc89b66a670,0,None,1,0,MIPS,Linux,1,YAFFS,7.9,8.16,8.68,19004,7,8,3,5,110,5620,628,0
TFW0327,ArduPilot,Cube Black,v2.7.7,ardupilot_cube_black_327.bin,bin,6843454,e083d8a5823bcc6c28f4a1f4b3912c074382b42d8a624591580e162abeacf158,0,None,0,0,MIPS,RTOS,0,SquashFS,7.76,8.04,8.72,5891,5,8,5,6,59,5646,1006,0
TFW0328,Parrot,Anafi,v3.4.7,parrot_anafi_328.img,img,12231571,8efec656afc69df4dccb08eb0c593f8fde7046f955a31dd258e49835b9941d24,0,None,0,0,MIPS,Linux,1,YAFFS,8.31,7.3,8.47,18016,19,9,1,6,100,7865,1458,0
TFW0329,PX4,Pixhawk 6,v4.9.2,px4_pixhawk_6_329.img,img,28217733,26a50eef52531d7fa0626c2e1cba13326083469ece9e43916957e631c8861f70,0,None,1,1,MIPS,Linux,0,,8.19,7.87,8.13,15422,14,6,4,3,81,5289,1879,0
TFW0330,ArduPilot,Cube Black,v1.9.4,ardupilot_cube_black_330.fw,fw,4970570,c0d34f93f4d5c9357c4d57595294bf5963c7a086804a588f360384eb53ac2940,0,None,0,0,ARM,Bare-metal,0,,8.05,7.35,8.6,5941,9,2,1,2,38,8662,1290,0
TFW0331,PX4,Pixhawk 6,v1.5.6,px4_pixhawk_6_331.fw,fw,3509400,39211017cbb7fdfc6df6a224478345002871adf47b460e319e4b41388df731d2,0,None,1,0,MIPS,RTOS,0,YAFFS,8.1,7.53,8.56,11350,19,7,5,7,51,6872,1925,0
TFW0332,ArduPilot,Cube Orange,v2.0.0,ardupilot_cube_orange_332.bin,bin,22618373,d995a7048eb14d8f63fb438e9ce4495e25185e3234e85cf17a5d2c6580b436cc,0,None,1,0,MIPS,Linux,1,YAFFS,8.25,7.35,8.67,5963,5,7,5,7,63,4485,1160,0
TFW0333,ArduPilot,Cube Orange,v4.8.6,ardupilot_cube_orange_333.img,img,4034471,1f09e694c36e0c462bac9d80b80985571eb8ce293bdc5b4ebfc45883a986d1d9,0,None,1,0,MIPS,Bare-metal,0,SquashFS,7.81,7.84,8.15,5326,5,9,1,5,78,6151,994,0
TFW0334,Parrot,Anafi,v2.8.6,parrot_anafi_334.img,img,20134148,031c51f4b54bff4eb47632abb077d672642fe0d1fe88e439d29fc47a967b855f,0,None,0,0,MIPS,Bare-metal,0,YAFFS,8.5,7.92,8.18,17800,6,4,1,2,30,4440,1448,0
TFW0335,DJI,Phantom 4,v1.4.1,dji_phantom_4_335.fw,fw,19921062,9a37938a364ac57127e1f4c48e01dcbabc3d6a8ecd649c260ab5ab91b8b61969,0,None,0,0,MIPS,RTOS,0,SquashFS,8.48,7.4,8.8,13227,17,7,1,3,102,3765,1992,0
TFW0336,ArduPilot,Cube Black,v1.9.7,ardupilot_cube_black_336.bin,bin,25214468,161954851cb696e8c24707dd838ba8975820ffc40a400a78de1621323d62f3de,0,None,0,0,MIPS,Bare-metal,0,,8.19,7.65,8.67,4540,8,3,5,3,113,7479,1455,0
