firmware_id,drone_vendor,drone_model,firmware_version,file_name,file_format,file_size_bytes,sha256_hash,is_signed,signature_type,encryption_used,compression_used,cpu_architecture,os_type,bootloader_present,filesystem_detected,entropy_score,avg_section_entropy,max_section_entropy,string_count,num_executables,num_scripts,hardcoded_ip_count,hardcoded_url_count,crypto_function_count,boot_time_ms,emulated_syscalls,clean_label
FW0260,DJI,Mavic Pro,v2.5.8,dji_mavic_pro_260.bin,bin,27419162,ed66f239eed52a23e67e007310f859958dc9d93ac297c955a60d14aa90edffdb,1,RSA,1,0,ARM,Linux,1,SquashFS,7.07,6.57,7.21,7169,1,3,0,0,5,1534,287,1
FW0261,DJI,Mini 3,v4.7.2,dji_mini_3_261.fw,fw,21922290,5b48fc8a3c1d018575a70b24ca59352bc5b9a1911573987d9efadf21ddcf8e08,1,RSA,0,1,MIPS,RTOS,1,SquashFS,7.3,6.54,6.84,7898,8,0,1,1,31,818,192,1
FW0262,Parrot,Anafi,v5.5.8,parrot_anafi_262.bin,bin,19790526,f122a9fa85f7b6ec3696ab682f9b780c303237111681a2971c12fb9b0befdfe6,1,RSA,1,0,MIPS,Linux,1,SquashFS,5.98,5.75,7.73,17545,8,1,0,2,7,1021,215,1
FW0263,PX4,Pixhawk 6,v3.9.7,px4_pixhawk_6_263.bin,bin,16585160,8bacb0fdca701428acae2e3e35f0dbbdf158f46de35ba6b0ec9022c37e6c3af9,1,RSA,0,0,ARM,Linux,1,SquashFS,6.58,5.7,7.78,16575,6,3,0,2,25,1742,249,1
FW0264,DJI,Mavic Pro,v4.3.6,dji_mavic_pro_264.bin,bin,5290486,457bf1d744bdba0787d8eefd877d2c051a57bdd972d5b7a5281046ab65f6317c,1,RSA,0,1,MIPS,Linux,1,YAFFS,6.03,7.08,7.3,14692,6,1,1,2,17,2268,299,1
FW0265,PX4,Pixhawk 4,v5.0.4,px4_pixhawk_4_265.img,img,6268518,ec306db08f4cc727b016dbc8c93bea214b4b7bb8ab2cc921a869c3c17cb6df61,1,RSA,0,1,MIPS,RTOS,1,SquashFS,7.02,5.87,7.12,7137,3,1,0,1,38,2803,270,1
FW0266,Parrot,Bebop 2,v4.3.3,parrot_bebop_2_266.img,img,11367420,f538de871a9534d916c5d869a33c3d41e29aa04550fd38629a709b1efb3fbd32,1,ECDSA,1,0,ARM,Bare-metal,1,SquashFS,6.47,5.58,7.89,18522,1,3,1,1,11,2653,176,1
FW0267,Parrot,Anafi,v4.3.2,parrot_anafi_267.fw,fw,27269127,c425fe30beab6cdf66bd8211527e18458c49856e3b8a6bcad6295bcfba7677ae,1,ECDSA,1,0,ARM,Linux,1,YAFFS,6.87,5.78,7.31,2799,8,3,0,2,30,1557,252,1
FW0268,PX4,Pixhawk 6,v1.6.5,px4_pixhawk_6_268.fw,fw,23253454,436ced5fd7c82a850441356abdd42c742f2f6ca89c0db899fd1b5b2a70d06928,1,RSA,1,1,MIPS,Bare-metal,1,None,6.67,6.85,7.67,4652,6,0,1,0,12,2368,143,1
FW0269,ArduPilot,Cube Orange,v5.1.8,ardupilot_cube_orange_269.img,img,14295451,6a1292dd81b9f20be5345e4eba5bde4ff56ff4d587aca570b28850aae9e7256a,1,RSA,0,1,ARM,Bare-metal,1,SquashFS,6.84,6.75,7.63,8874,4,2,1,1,37,2532,120,1
FW0270,DJI,Phantom 4,v4.8.8,dji_phantom_4_270.img,img,13583881,6b6597bee5aa761b64d969d5c916df8bf772d5ffea4236b4c59a00ea4d9f95d3,1,RSA,1,1,MIPS,Bare-metal,1,YAFFS,7.08,7.11,7.69,4150,4,3,0,0,30,1532,123,1
FW0271,DJI,Phantom 4,v2.7.2,dji_phantom_4_271.bin,bin,11259101,620a2aa8f50a8c9c524ff153980cf15a72e734b4b64cd1b507af8da1401fac3b,1,RSA,0,1,MIPS,Bare-metal,1,None,7.29,6.31,7.26,2703,5,1,0,0,19,2928,215,1
FW0272,PX4,Pixhawk 6,v4.9.8,px4_pixhawk_6_272.fw,fw,13502206,03328fcc9a073aebfed9bcc55d258680002f1ebd049ee7e449c8612f96464b73,1,ECDSA,1,1,ARM,RTOS,1,SquashFS,7.06,5.89,7.21,11441,1,1,1,1,34,1481,208,1
FW0273,Parrot,Bebop 2,v2.3.1,parrot_bebop_2_273.bin,bin,7884083,5075643a9a7a8e315658e8837ed6f3d6c75088855fba1a7918c0c55ada01d9fb,1,RSA,1,0,MIPS,RTOS,1,YAFFS,6.1,6.46,6.84,12385,6,1,1,1,39,1465,186,1
FW0274,PX4,Pixhawk 4,v2.7.5,px4_pixhawk_4_274.bin,bin,15574859,480587ce47fc4b536388e9ce206af7d8319a02464b946f114d056cb5ca3e64e6,1,RSA,0,1,MIPS,RTOS,1,YAFFS,7.35,6.78,7.89,6819,8,2,0,2,35,964,85,1
FW0275,DJI,Mavic Pro,v4.5.1,dji_mavic_pro_275.bin,bin,15476463,82b8b6f174a116142ce6d30bbfe0d6d21b864978a33686679b48eeca128affb2,1,ECDSA,0,0,ARM,RTOS,1,SquashFS,5.84,6.42,7.29,4863,7,1,1,1,37,1029,282,1
FW0276,PX4,Pixhawk 6,v3.6.5,px4_pixhawk_6_276.bin,bin,26023757,8c12fef857a19044cc28d9c8c711c6d4e28dec6e32d5315d383e25d2592ec666,1,RSA,1,1,MIPS,RTOS,1,YAFFS,7.2,5.65,7.6,16556,7,3,1,0,32,2496,85,1
FW0277,DJI,Phantom 4,v5.5.1,dji_phantom_4_277.bin,bin,12174748,82d19848e39b1fc1c6f82e6f373c688626993349e2c93baee107a101b98042e9,1,ECDSA,0,0,MIPS,Bare-metal,1,YAFFS,6.46,6.44,7.58,6486,4,1,1,1,40,2809,60,1
FW0278,PX4,Pixhawk 6,v2.0.0,px4_pixhawk_6_278.img,img,20766358,7f52e2c7942cd0b93b643e45eb90a6faa32a5e105236aa36706b084bb97426b8,1,RSA,1,1,MIPS,Linux,1,None,6.87,5.99,7.0,10019,1,0,1,1,9,2281,198,1
FW0279,ArduPilot,Cube Black,v1.5.8,ardupilot_cube_black_279.img,img,23072050,f9fff6f24df735c89ea1019cf9e55362dd1b33ddd7986a658147110caa196f4e,1,RSA,1,0,ARM,Linux,1,YAFFS,6.54,6.68,7.19,3733,5,2,1,2,27,999,124,1
FW0280,PX4,Pixhawk 4,v1.9.2,px4_pixhawk_4_280.fw,fw,8503346,3109a0a9e04eb953e97dd5b70da35a070f7872117096730e55ee381fb2107a19,1,ECDSA,1,1,MIPS,Bare-metal,1,None,6.9,5.66,7.44,6709,1,1,1,1,36,2487,137,1
FW0281,Parrot,Anafi,v2.3.8,parrot_anafi_281.bin,bin,7186002,318f313715efa62d16f2e801d32a27d1cfe7acaf269fad30e0217962a4f4ae0c,1,RSA,1,1,ARM,Linux,1,SquashFS,7.28,6.32,7.14,13880,3,3,1,0,24,917,240,1
FW0282,DJI,Phantom 4,v2.4.2,dji_phantom_4_282.bin,bin,30749947,635820fb9809405689af960923450b8893be77c7e46473ab1cc51273a71d3708,1,RSA,0,0,MIPS,Bare-metal,1,SquashFS,5.92,6.82,7.63,3393,4,0,0,2,37,1042,170,1
FW0283,DJI,Mavic Pro,v1.1.1,dji_mavic_pro_283.bin,bin,4222892,8d9537ccc64023b4085915e8e2f1fae5d51546b7f671006b3f7b88c4b91b9cc0,1,RSA,0,0,MIPS,Linux,1,SquashFS,6.03,6.77,7.11,13397,6,1,0,2,9,1205,259,1
FW0284,DJI,Mini 3,v3.2.8,dji_mini_3_284.bin,bin,26018652,c7fa5b0b4eefbe10812e9dba896960466aa993e6878feaf40faf8c81188fd9b6,1,RSA,0,0,MIPS,RTOS,1,None,6.74,6.25,7.85,7926,6,3,1,0,37,1732,154,1
FW0285,DJI,Mavic Pro,v5.2.7,dji_mavic_pro_285.bin,bin,17633066,edaa2eb716b7ea4a9014fc8bd6f31315d1345a817a870e38b64a6b7cd46ed939,1,ECDSA,1,0,ARM,RTOS,1,YAFFS,5.99,5.98,7.46,12223,8,1,1,1,32,1573,269,1
FW0286,DJI,Mavic Pro,v1.7.1,dji_mavic_pro_286.fw,fw,14329287,bafba8f9d66601701eef8fc17a7853bdbd3d041f5ef866e9e8f2c4839c42e77b,1,ECDSA,1,0,ARM,Linux,1,YAFFS,6.44,6.5,6.91,7528,2,2,0,1,17,2455,81,1
FW0287,Parrot,Bebop 2,v5.9.4,parrot_bebop_2_287.fw,fw,18747356,0080acd817c1aff92f2d0d6a972fc74e9b51d4c5838d7de3085f6f772af375d5,1,ECDSA,1,1,MIPS,RTOS,1,None,6.25,6.81,6.92,10214,8,3,0,2,13,921,75,1
FW0288,DJI,Phantom 4,v2.6.9,dji_phantom_4_288.img,img,24753510,5c56a0812c4ca792db0b9379ec11c107f5266daa280d82dd68ffce05b7d74ff9,1,ECDSA,0,1,ARM,Linux,1,None,7.0,6.8,7.67,8616,5,3,1,2,21,2207,257,1
FW0289,DJI,Phantom 4,v4.7.5,dji_phantom_4_289.img,img,31532116,3b244ea6dd1af0e254b95d020fc10d156dae8305f926d1df00401d8d4f70ea2d,1,ECDSA,1,1,ARM,Linux,1,SquashFS,6.69,6.96,7.13,7378,8,3,0,1,29,2796,245,1
FW0290,DJI,Mini 3,v5.9.7,dji_mini_3_290.fw,fw,18460251,e6e8ae39c644e08f63708f6a38f562e22b59094a969c40bc81512ca098871a96,1,ECDSA,0,0,MIPS,RTOS,1,YAFFS,6.75,6.14,7.54,11320,6,0,0,2,7,1325,264,1
FW0291,PX4,Pixhawk 6,v3.6.1,px4_pixhawk_6_291.fw,fw,21594680,dba621df09234b91eff266c24c993fd93bcb20ecfbce1b023af1465a96a19b8d,1,ECDSA,1,1,MIPS,RTOS,1,SquashFS,6.86,5.92,7.51,4783,2,2,0,1,15,880,187,1
FW0292,PX4,Pixhawk 4,v5.8.6,px4_pixhawk_4_292.img,img,24071024,bb03d6cb4bbe39f286ce2f0b23ca271d9810b8fcbb212e398ad2528acc45d793,1,ECDSA,0,1,ARM,RTOS,1,YAFFS,6.71,6.05,6.91,18002,2,1,1,1,37,2190,92,1
FW0293,PX4,Pixhawk 6,v1.8.3,px4_pixhawk_6_293.img,img,8769896,e67b3828f2cdddb50f8d706fe20c3b0c8d3e1c3a52fb17365c685b2fec34d3e5,1,ECDSA,1,0,MIPS,Bare-metal,1,YAFFS,7.09,6.56,7.85,5104,6,2,0,2,38,2746,159,1
FW0294,Parrot,Bebop 2,v5.4.6,parrot_bebop_2_294.bin,bin,23861947,38528d7e55b2d162bc95ab70904d81765cba114346324a5ac3c71223f2d73374,1,ECDSA,0,1,MIPS,RTOS,1,None,6.62,6.64,7.4,2609,3,3,0,2,34,1897,289,1
FW0295,ArduPilot,Cube Orange,v4.2.3,ardupilot_cube_orange_295.fw,fw,8732630,d888068ceacbbfe09cccfe1ff529617a2b39b4c56b728da815b3934f9b71b310,1,RSA,1,1,MIPS,RTOS,1,SquashFS,6.81,6.94,7.09,11405,3,2,0,1,20,1265,88,1
FW0296,Parrot,Anafi,v4.7.8,parrot_anafi_296.bin,bin,28744384,6ec9d0ef208ab59e1c37d5f827507cbce444b78106aa84812c8f975f6a5965cc,1,ECDSA,1,0,ARM,Linux,1,YAFFS,6.02,5.94,7.68,7766,1,3,0,0,10,2085,204,1
FW0297,PX4,Pixhawk 4,v4.2.3,px4_pixhawk_4_297.img,img,14194829,8ffc16c3b4fc5c8f444c57fd84c1cccfeba8de27a839f39754a3fd82304e57b7,1,RSA,0,1,MIPS,Linux,1,SquashFS,6.76,6.81,7.14,14777,4,3,0,0,11,1517,104,1
FW0298,PX4,Pixhawk 6,v1.7.8,px4_pixhawk_6_298.img,img,10533090,2ca9bf43c6d5083fdc377e5053e0508e34063ca8da3edfcaf1ca983a4e67a2e4,1,ECDSA,0,1,MIPS,RTOS,1,None,6.19,5.97,7.66,6748,6,3,1,1,6,942,265,1
FW0299,DJI,Mini 3,v5.6.4,dji_mini_3_299.fw,fw,10042186,f8c47f9140f2fed1ec3b2c83edc0adec2538741ec89c3a4d5fb99fa7b0bf20a7,1,ECDSA,0,0,MIPS,RTOS,1,SquashFS,7.26,6.17,7.88,10373,5,0,0,1,18,1456,284,1
FW0300,ArduPilot,Cube Black,v3.1.7,ardupilot_cube_black_300.fw,fw,15632790,d27ea623fb2486a6e1243d208d8679cde8e2cab271405f4a03e00d5f442bfaee,1,ECDSA,1,1,MIPS,Linux,1,SquashFS,6.92,6.36,7.19,19947,6,3,0,0,16,2616,252,1
FW0301,Parrot,Anafi,v3.9.1,parrot_anafi_301.img,img,8713413,b5b638ffc1d79354f42ee286972c2ae81c128479519f79b2aa70e5c25c05c1ee,1,RSA,0,0,ARM,Bare-metal,1,None,6.46,7.1,7.3,6374,5,1,1,1,17,1145,156,1
FW0302,PX4,Pixhawk 4,v5.3.0,px4_pixhawk_4_302.img,img,31406769,6c425c5b8be1ae95b8cabc4d5b33e78b5920f50b7b49bd686ee9058c10aa4062,1,RSA,0,0,MIPS,Linux,1,YAFFS,6.92,5.79,7.24,16054,5,1,0,1,15,1280,53,1
FW0303,ArduPilot,Cube Black,v2.3.3,ardupilot_cube_black_303.fw,fw,18580890,6c9f1e3fa5ecddcd9792cc5c264218bbfeaf46a1e3ccfe92ecc50b2cd5ce55d3,1,ECDSA,1,1,MIPS,Linux,1,YAFFS,7.17,6.52,7.89,11272,4,3,0,1,14,917,124,1
FW0304,PX4,Pixhawk 4,v3.9.7,px4_pixhawk_4_304.fw,fw,17132266,b7f85e8dba407bc2a17c4220bf725d17daffcfa9d94e7e877c99b49cab72f3c1,1,RSA,0,1,ARM,RTOS,1,None,6.44,5.86,7.22,15870,5,0,0,2,8,1013,135,1
FW0305,Parrot,Bebop 2,v1.0.4,parrot_bebop_2_305.img,img,22346550,ff5b2939fde2f9557601bf813484808a39868b8648363606bbbf6602c5984cbe,1,ECDSA,1,1,MIPS,Linux,1,None,5.87,5.8,6.99,18149,6,3,0,0,25,2972,160,1
FW0306,Parrot,Bebop 2,v2.7.4,parrot_bebop_2_306.bin,bin,12511583,4785ab1497b02286f9107a50a7741a523b845e900f1ee431f5c90b24a2611b6a,1,ECDSA,1,1,MIPS,Bare-metal,1,YAFFS,6.63,6.24,6.98,18098,3,3,0,0,14,1023,108,1
FW0307,Parrot,Anafi,v4.6.1,parrot_anafi_307.img,img,10731667,4406d33625c2760721cd852088b9ab3175241172cd82eb48650d9c21f337d329,1,ECDSA,0,1,MIPS,Bare-metal,1,None,6.58,6.34,7.73,6851,2,2,0,0,23,1539,263,1
FW0308,Parrot,Bebop 2,v2.9.0,parrot_bebop_2_308.fw,fw,31893459,06fc533180a4d1eb5f41ae55b73694761effcddbd5eb773977e272a6ad13faaf,1,RSA,1,0,ARM,RTOS,1,None,5.95,6.06,7.11,5997,7,2,0,1,14,918,70,1
FW0309,ArduPilot,Cube Black,v5.0.5,ardupilot_cube_black_309.img,img,23084153,f35f61a056d30e4dce28f8e7903da54f113505cbf319c0963d059f69af95f48b,1,RSA,1,1,ARM,Linux,1,SquashFS,7.08,5.98,7.68,4317,7,0,1,1,16,1783,297,1
FW0310,ArduPilot,Cube Orange,v2.6.6,ardupilot_cube_orange_310.bin,bin,30599980,04c4e36e8871c8fd3b1d927ee4ecf5d63fb5d9ffc6ed035c1f16bc0f33545bde,1,ECDSA,0,0,MIPS,RTOS,1,YAFFS,6.98,7.07,7.79,6302,6,0,1,2,17,2805,164,1
FW0311,ArduPilot,Cube Black,v4.1.6,ardupilot_cube_black_311.img,img,20893060,6b0de7ed5e72a829fe8249fa51ef80f47206c0b6547237c12583d4e293590661,1,ECDSA,0,1,MIPS,Linux,1,SquashFS,6.62,7.15,7.54,7081,8,0,1,1,32,1124,282,1
FW0312,ArduPilot,Cube Black,v2.8.6,ardupilot_cube_black_312.bin,bin,6287912,bd47e2b92e91381ba1541cee4b1826c9ae5eb02a19ee651075ae144a44384f3e,1,ECDSA,0,0,ARM,Bare-metal,1,SquashFS,6.62,6.2,7.31,10302,6,2,0,2,6,1266,239,1
FW0313,ArduPilot,Cube Orange,v1.1.6,ardupilot_cube_orange_313.bin,bin,30283360,5d12992995500bd853de9f6eb4028e2364a266102dfcf195ba3b91499cfd0789,1,ECDSA,1,1,MIPS,Bare-metal,1,YAFFS,6.35,7.06,7.69,8916,3,0,1,2,11,2576,186,1
FW0314,DJI,Phantom 4,v2.7.7,dji_phantom_4_314.img,img,5915072,31db2ea23215a42bd7a9b377c4f958cdfe295aa7b9356200ebff5ef9e8e06916,1,ECDSA,1,1,MIPS,Bare-metal,1,None,7.34,6.65,7.69,4871,3,1,0,0,12,865,228,1
FW0315,Parrot,Anafi,v2.6.8,parrot_anafi_315.bin,bin,18143614,209b169beb05fc4339e11383120ac16f1e324c8ffb90acea3b00282199e66c7f,1,RSA,0,1,MIPS,Linux,1,YAFFS,6.48,5.7,7.79,16590,8,3,0,1,20,1624,125,1
FW0316,ArduPilot,Cube Orange,v4.6.7,ardupilot_cube_orange_316.img,img,2264217,488319e7dc9aac72beb87500208f18c2a14a0a873d884fb647dbe70e692e376e,1,ECDSA,0,1,MIPS,RTOS,1,None,6.75,6.54,7.55,17987,4,0,0,1,25,1060,118,1
FW0317,ArduPilot,Cube Black,v4.6.0,ardupilot_cube_black_317.bin,bin,18602357,74e8b07b48457d8a34976fdcf33aac73f9a77e32f69be9604d17eeab727d9842,1,RSA,1,0,MIPS,RTOS,1,YAFFS,6.17,5.87,7.8,13113,8,1,1,2,29,2507,263,1
FW0318,PX4,Pixhawk 6,v3.1.7,px4_pixhawk_6_318.bin,bin,22865567,8d2b47230c34dea852fb4129356105b987ded3e462047cc33608044577de793b,1,RSA,0,0,ARM,Bare-metal,1,YAFFS,5.96,6.21,7.89,11950,4,1,0,0,27,1868,141,1
FW0319,Parrot,Anafi,v3.6.1,parrot_anafi_319.fw,fw,3072735,c92186c9fc5cd7cd91ebebe6149d2fff1839216416d62f05544f234026abefe7,1,RSA,0,0,MIPS,RTOS,1,YAFFS,7.06,6.81,7.65,10765,3,0,0,1,34,1254,299,1
FW0320,DJI,Mini 3,v5.0.8,dji_mini_3_320.fw,fw,28244808,384d81e7f39fe887623a3b2acd4354cf2d601e06257816a0088734b510e831ac,1,RSA,0,0,ARM,RTOS,1,SquashFS,6.97,6.7,7.64,18331,2,1,1,1,13,1303,267,1
FW0321,Parrot,Bebop 2,v2.7.5,parrot_bebop_2_321.img,img,27810716,cc6a6a6a49f26dbb2d66d279262bbe84f11eff53c0ab1806bd2abab827c63c9d,1,ECDSA,0,0,MIPS,RTOS,1,None,7.01,6.11,7.53,6967,7,1,0,1,31,2476,279,1
FW0322,ArduPilot,Cube Black,v1.8.1,ardupilot_cube_black_322.bin,bin,16850476,b374f7dba7cf4163ca99f44b2fbe4604c937efcec1ec7c8d34e468466c79808d,1,RSA,1,1,MIPS,Linux,1,YAFFS,5.9,6.79,7.53,6946,1,2,1,1,40,2046,234,1
FW0323,PX4,Pixhawk 6,v5.9.2,px4_pixhawk_6_323.bin,bin,29749634,18d540da97b026f9a92ff6cd249ef2707830e7d3785fdec492819a65e6d1a793,1,ECDSA,1,0,MIPS,Bare-metal,1,YAFFS,7.22,6.83,7.24,8464,5,0,0,2,26,2397,235,1
FW0324,Parrot,Bebop 2,v5.4.8,parrot_bebop_2_324.bin,bin,5114507,01e7f5b34a09829f744beab01773e5588cb1409706dc2a28094b12cbde91236f,1,ECDSA,0,0,ARM,Bare-metal,1,None,6.21,6.91,7.13,15852,2,0,1,1,37,2251,81,1
FW0325,DJI,Mini 3,v5.0.7,dji_mini_3_325.bin,bin,17057111,359d3a71bfdfb7e5eb61a7baa83111e858726d569ece2be4f11f741d65c44a4c,1,ECDSA,0,0,MIPS,RTOS,1,YAFFS,6.87,6.89,7.43,6586,7,1,0,1,38,1588,260,1
FW0326,PX4,Pixhawk 6,v4.1.1,px4_pixhawk_6_326.bin,bin,6917511,e233f1fbc200ba862657e7b12dba7459d3916abb41357b817c9f3dc89b66a670,1,RSA,1,0,MIPS,Linux,1,YAFFS,5.92,6.65,7.24,19004,7,2,1,2,32,2602,226,1
FW0327,ArduPilot,Cube Black,v2.7.7,ardupilot_cube_black_327.bin,bin,6843454,e083d8a5823bcc6c28f4a1f4b3912c074382b42d8a624591580e162abeacf158,1,RSA,0,0,MIPS,RTOS,1,SquashFS,6.99,7.1,7.21,5891,7,0,0,1,23,964,183,1
FW0328,Parrot,Anafi,v3.4.7,parrot_anafi_328.img,img,12231571,8efec656afc69df4dccb08eb0c593f8fde7046f955a31dd258e49835b9941d24,1,RSA,0,0,MIPS,Linux,1,YAFFS,7.22,5.87,7.7,18016,1,0,1,0,7,2510,173,1
FW0329,PX4,Pixhawk 6,v4.9.2,px4_pixhawk_6_329.img,img,28217733,26a50eef52531d7fa0626c2e1cba13326083469ece9e43916957e631c8861f70,1,RSA,1,1,MIPS,Linux,1,None,6.32,6.86,7.53,15422,7,1,1,1,39,987,295,1
FW0330,ArduPilot,Cube Black,v1.9.4,ardupilot_cube_black_330.fw,fw,4970570,c0d34f93f4d5c9357c4d57595294bf5963c7a086804a588f360384eb53ac2940,1,RSA,0,0,ARM,Bare-metal,1,None,6.1,6.31,7.79,5941,3,0,1,0,20,2619,71,1
FW0331,PX4,Pixhawk 6,v1.5.6,px4_pixhawk_6_331.fw,fw,3509400,39211017cbb7fdfc6df6a224478345002871adf47b460e319e4b41388df731d2,1,RSA,1,0,MIPS,RTOS,1,YAFFS,5.95,7.17,7.4,11350,3,1,1,0,14,2056,293,1
FW0332,ArduPilot,Cube Orange,v2.0.0,ardupilot_cube_orange_332.bin,bin,22618373,d995a7048eb14d8f63fb438e9ce4495e25185e3234e85cf17a5d2c6580b436cc,1,ECDSA,1,0,MIPS,Linux,1,YAFFS,7.23,5.94,7.84,5963,1,1,0,2,20,2819,180,1
FW0333,ArduPilot,Cube Orange,v4.8.6,ardupilot_cube_orange_333.img,img,4034471,1f09e694c36e0c462bac9d80b80985571eb8ce293bdc5b4ebfc45883a986d1d9,1,RSA,1,0,MIPS,Bare-metal,1,SquashFS,7.26,5.53,7.41,5326,4,1,1,2,31,2626,71,1
FW0334,Parrot,Anafi,v2.8.6,parrot_anafi_334.img,img,20134148,031c51f4b54bff4eb47632abb077d672642fe0d1fe88e439d29fc47a967b855f,1,ECDSA,0,0,MIPS,Bare-metal,1,YAFFS,6.84,5.78,6.87,17800,5,2,1,1,18,2890,122,1
FW0335,DJI,Phantom 4,v1.4.1,dji_phantom_4_335.fw,fw,19921062,9a37938a364ac57127e1f4c48e01dcbabc3d6a8ecd649c260ab5ab91b8b61969,1,ECDSA,0,0,MIPS,RTOS,1,SquashFS,6.78,7.13,7.15,13227,5,3,1,0,25,2199,103,1
FW0336,ArduPilot,Cube Black,v1.9.7,ardupilot_cube_black_336.bin,bin,25214468,161954851cb696e8c24707dd838ba8975820ffc40a400a78de1621323d62f3de,1,RSA,0,0,MIPS,Bare-metal,1,None,6.93,6.8,7.39,4540,1,3,0,1,29,2266,149,1
FW0337,Parrot,Anafi,v2.7.0,parrot_anafi_337.bin,bin,17525385,e1b2abf28fce73c59661f6aed00769c9f193da26bd71e8ace4e1992bbc5e1bb2,1,RSA,0,1,MIPS,Linux,1,SquashFS,7.11,6.56,7.69,9246,4,3,1,0,22,2818,281,1
FW0338,Parrot,Anafi,v1.4.9,parrot_anafi_338.bin,bin,29552331,a4c4b7d253178113af4e6bf2c5afb5d496ca1b58ad4e870039e179e95974e369,1,ECDSA,0,0,ARM,Linux,1,None,6.01,5.61,7.09,9469,5,1,0,2,39,1835,224,1
FW0339,ArduPilot,Cube Orange,v3.6.6,ardupilot_cube_orange_339.img,img,23507259,942201921f386022f54ae43a33707a664501a2aec21a8429c3dcb5c08e323b36,1,ECDSA,0,1,MIPS,RTOS,1,None,7.01,7.0,7.05,11107,7,3,1,0,30,1597,135,1
FW0340,DJI,Mini 3,v4.1.3,dji_mini_3_340.bin,bin,26744520,d8a3c8ff2b36188007e7e3302126a3c708e0d88a7a693a048edd9adbfc977a07,1,RSA,0,1,MIPS,Linux,1,None,6.8,5.55,7.28,2787,6,2,0,0,35,1776,295,1
FW0341,PX4,Pixhawk 4,v1.9.9,px4_pixhawk_4_341.img,img,19437400,1a166dd87ebd38b504092f2305a68314b8a3ac39165623805b7b24a376236fc2,1,ECDSA,0,1,ARM,Linux,1,SquashFS,7.27,6.14,7.78,4130,3,0,1,0,24,2568,66,1
FW0342,DJI,Mini 3,v3.6.6,dji_mini_3_342.bin,bin,20765586,ee515e739655317f46c82bf2386c58a27b494516112cf71b38c465e7667ef576,1,RSA,1,0,ARM,RTOS,1,YAFFS,6.54,6.23,7.48,5318,6,0,1,2,26,1588,77,1
FW0343,DJI,Phantom 4,v5.3.9,dji_phantom_4_343.fw,fw,25934356,e4567f95a473bbc808cc3cc75e76b80f57e20d150f5058c084b26587d5ff8a29,1,RSA,1,1,MIPS,RTOS,1,None,6.79,5.82,6.95,3444,1,1,1,2,32,2901,295,1
FW0344,PX4,Pixhawk 6,v2.2.7,px4_pixhawk_6_344.fw,fw,31703118,ef7d87e4f05116aaa5af0daa7341482fe238ddc72e116d5aac31c0868b91206b,1,ECDSA,1,1,MIPS,Linux,1,None,6.74,6.65,6.86,18616,1,3,1,0,17,1624,251,1
FW0345,DJI,Mavic Pro,v4.9.5,dji_mavic_pro_345.bin,bin,24409667,bb7d4eb4e3e9ac5846ec7fa284666737b259d5899b0af65af7e06905d48683f1,1,ECDSA,1,1,MIPS,Linux,1,SquashFS,6.53,6.84,6.85,9189,1,1,0,1,18,1779,173,1
FW0346,PX4,Pixhawk 6,v1.5.0,px4_pixhawk_6_346.bin,bin,15432260,e31d944f104570bc400c0c7cc78bf6b89173e537f761961035c39454eb4ea8f6,1,RSA,1,0,ARM,Linux,1,YAFFS,6.5,6.57,7.8,13793,1,0,0,0,23,1513,106,1
FW0347,PX4,Pixhawk 4,v2.2.3,px4_pixhawk_4_347.img,img,30438528,465759f18c91e985bf2491e2d59bb24cded2162d13afffc85bab068514716912,1,RSA,0,1,ARM,Linux,1,None,6.02,6.61,7.77,13088,4,2,1,0,28,2325,219,1
FW0348,Parrot,Bebop 2,v2.2.3,parrot_bebop_2_348.fw,fw,4193705,c4af02c66ebb4b14177b263d761a690d1a80979c343d85fbd10082bde1320ace,1,RSA,1,1,MIPS,Bare-metal,1,YAFFS,7.36,5.92,6.85,8196,5,1,1,0,8,1947,273,1
FW0349,Parrot,Bebop 2,v4.9.1,parrot_bebop_2_349.bin,bin,26404089,d076375954886e601bafd481c74ea7f5f2f4d1829201135ac60eac774f4fcef5,1,RSA,1,1,MIPS,Bare-metal,1,YAFFS,6.09,6.71,7.38,17836,8,3,1,2,30,949,103,1
FW0350,Parrot,Anafi,v4.3.4,parrot_anafi_350.img,img,30963120,9d0910020fd6097e0c44cf7f645c98d1cefc9b600b3ee5fff850de4f4487642a,1,ECDSA,1,0,MIPS,RTOS,1,None,5.94,6.78,7.12,19000,6,1,0,1,37,2177,159,1
FW0351,ArduPilot,Cube Black,v4.5.4,ardupilot_cube_black_351.img,img,15722178,8e0d34dafe5451e8e178d707e390ad42b79d1c8b7a68b6d2aa351555253b776f,1,ECDSA,0,0,MIPS,Linux,1,YAFFS,6.83,6.11,6.89,18441,2,2,0,0,12,1092,142,1
FW0352,DJI,Mini 3,v3.4.4,dji_mini_3_352.bin,bin,13199054,254fb1fe8806ceab255f730bb2ac061b3ae6195e7cc7328e6747bf6e2501335e,1,ECDSA,0,0,MIPS,Linux,1,YAFFS,6.25,6.09,7.9,15295,1,3,0,1,19,1729,235,1
